date,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high
2012-01-17 11:00:00+00,2,0,0,1
2012-01-17 12:00:00+00,10,0,0,9
2012-01-17 13:00:00+00,86,0,0,86
2012-01-17 14:00:00+00,81,0,0,80
2012-01-17 15:00:00+00,44,0,0,44
2012-01-17 16:00:00+00,71,0,0,71
2012-01-17 17:00:00+00,83,0,0,82
2012-01-17 18:00:00+00,70,0,0,70
2012-01-17 19:00:00+00,94,0,0,93
2012-01-17 20:00:00+00,96,0,0,95
2012-01-17 21:00:00+00,83,0,0,82
2012-01-17 22:00:00+00,26,0,0,26
2012-01-17 23:00:00+00,99,0,0,99
2012-01-18 00:00:00+00,97,0,0,96
2012-01-18 01:00:00+00,47,0,0,47
2012-01-18 02:00:00+00,34,0,0,33
2012-01-18 03:00:00+00,6,0,0,6
2012-01-18 04:00:00+00,1,0,0,1
2012-01-18 05:00:00+00,0,0,0,0
2012-01-18 06:00:00+00,0,0,0,0
2012-01-18 07:00:00+00,0,0,0,0
2012-01-18 08:00:00+00,0,0,0,0
2012-01-18 09:00:00+00,0,0,0,0
2012-01-18 10:00:00+00,0,0,0,0
2012-01-18 11:00:00+00,0,0,0,0
2012-01-18 12:00:00+00,0,0,0,0
2012-01-18 13:00:00+00,0,0,0,0
2012-01-18 14:00:00+00,0,0,0,0
2012-01-18 15:00:00+00,0,0,0,0
2012-01-18 16:00:00+00,0,0,0,0
2012-01-18 17:00:00+00,0,0,0,0
2012-01-18 18:00:00+00,0,0,0,0
2012-01-18 19:00:00+00,0,0,0,0
2012-01-18 20:00:00+00,0,0,0,0
2012-01-18 21:00:00+00,0,0,0,0
2012-01-18 22:00:00+00,0,0,0,0
2012-01-18 23:00:00+00,0,0,0,0
2012-01-19 00:00:00+00,0,0,0,0
2012-01-19 01:00:00+00,0,0,0,0
2012-01-19 02:00:00+00,0,0,0,0
2012-01-19 03:00:00+00,0,0,0,0
2012-01-19 04:00:00+00,0,0,0,0
2012-01-19 05:00:00+00,0,0,0,0
2012-01-19 06:00:00+00,0,0,0,0
2012-01-19 07:00:00+00,0,0,0,0
2012-01-19 08:00:00+00,0,0,0,0
2012-01-19 09:00:00+00,0,0,0,0
2012-01-19 10:00:00+00,0,0,0,0
2012-01-19 11:00:00+00,0,0,0,0
2012-01-19 12:00:00+00,0,0,0,0
2012-01-19 13:00:00+00,0,0,0,0
2012-01-19 14:00:00+00,0,0,0,0
2012-01-19 15:00:00+00,0,0,0,0
2012-01-19 16:00:00+00,0,0,0,0
2012-01-19 17:00:00+00,0,0,0,0
2012-01-19 18:00:00+00,0,0,0,0
2012-01-19 19:00:00+00,0,0,0,0
2012-01-19 20:00:00+00,0,0,0,0
2012-01-19 21:00:00+00,0,0,0,0
2012-01-19 22:00:00+00,0,0,0,0
